test_year,timestamp,close,cash,btc,equity_before_action,equity,prob_up,y_pred,action
2016,2016-08-15,567.239990234375,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.22525224,0,HOLD
2016,2016-08-16,577.4390258789062,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.03259261,0,HOLD
2016,2016-08-17,573.2160034179688,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.034717675,0,HOLD
2016,2016-08-18,574.3179931640625,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.11562813,0,HOLD
2016,2016-08-19,575.6300048828125,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.22956258,0,HOLD
2016,2016-08-20,581.697021484375,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.12621802,0,HOLD
2016,2016-08-21,581.3079833984375,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.124072865,0,HOLD
2016,2016-08-22,586.7529907226562,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.18000698,0,HOLD
2016,2016-08-23,583.4149780273438,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.24395639,0,HOLD
2016,2016-08-24,580.1820068359375,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.22552761,0,HOLD
2016,2016-08-25,577.760986328125,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.32190758,0,HOLD
2016,2016-08-26,579.6510009765625,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.3280102,0,HOLD
2016,2016-08-27,569.947021484375,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.25754458,0,HOLD
2016,2016-08-28,573.9119873046875,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.30436108,0,HOLD
2016,2016-08-29,574.1069946289062,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.30258402,0,HOLD
2016,2016-08-30,577.5029907226562,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.23792586,0,HOLD
2016,2016-08-31,575.4719848632812,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.24140696,0,HOLD
2016,2016-09-01,572.302978515625,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.27321073,0,HOLD
2016,2016-09-02,575.5369873046875,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.24407844,0,HOLD
2016,2016-09-03,598.2119750976562,10950.159057880133,0.0,10950.159057880133,10950.159057880133,0.34365457,0,HOLD
